OrderID,OrderDate,CustomerLocation,ProductCategory,Brand,Quantity,UnitPrice,Discount,IsPromotion,FinalPrice
ORD01823,2024-08-28,Phoenix,Beauty,Dell,1,311.16,25,No,233.37
ORD01824,2025-01-02,Chicago,Fashion,Dell,1,986.03,10,No,887.43
ORD01825,2024-10-16,New York,Electronics,Nike,1,392.62,20,No,314.1
ORD01826,2025-04-15,San Francisco,Electronics,Apple,5,272.69,0,No,1363.45
ORD01827,2024-06-14,Houston,Sports,Puma,3,625.97,15,No,1596.22
ORD01828,2025-06-08,Phoenix,Electronics,Sony,1,372.03,0,Yes,372.03
ORD01829,2024-07-29,San Francisco,Beauty,Puma,2,172.07,0,Yes,344.14
ORD01830,2024-11-26,San Francisco,Electronics,Apple,2,398.37,5,No,756.9
ORD01831,2025-01-20,Seattle,Fashion,Nike,1,611.79,25,Yes,458.84
ORD01832,2025-03-12,Miami,Electronics,Apple,5,661.21,15,Yes,2810.14
ORD01833,2025-03-04,Miami,Fashion,Dell,1,539.09,25,Yes,404.32
ORD01834,2024-10-10,Seattle,Home & Kitchen,Puma,2,53.44,20,Yes,85.5
ORD01835,2024-08-10,Los Angeles,Home & Kitchen,Dell,1,884.96,15,No,752.22
ORD01836,2024-09-10,Houston,Electronics,Adidas,2,781.5,15,Yes,1328.55
ORD01837,2024-12-28,Los Angeles,Fashion,Puma,5,873.03,10,Yes,3928.63
ORD01838,2024-08-03,Chicago,Electronics,Apple,3,760.69,5,No,2167.97
ORD01839,2024-11-19,New York,Beauty,Adidas,1,79.92,25,No,59.94
ORD01840,2025-01-21,New York,Home & Kitchen,Samsung,2,35.13,15,Yes,59.72
ORD01841,2025-05-27,Houston,Beauty,Apple,1,442.73,0,No,442.73
ORD01842,2024-07-23,New York,Beauty,Puma,4,416.94,5,Yes,1584.37
ORD01843,2025-03-22,Houston,Electronics,Sony,4,565.19,25,Yes,1695.57
ORD01844,2024-10-18,Phoenix,Electronics,Puma,5,714.11,10,No,3213.5
ORD01845,2024-11-05,Phoenix,Sports,Sony,5,269.25,20,No,1077.0
ORD01846,2024-08-20,Miami,Fashion,Adidas,4,936.55,20,No,2996.96
ORD01847,2024-11-17,Chicago,Fashion,Dell,1,982.12,20,No,785.7
ORD01848,2024-12-22,Los Angeles,Beauty,Nike,1,274.96,20,No,219.97
ORD01849,2024-09-09,New York,Beauty,Nike,2,644.12,0,No,1288.24
ORD01850,2024-09-30,Seattle,Beauty,Samsung,2,762.64,15,Yes,1296.49
ORD01851,2025-05-11,Seattle,Home & Kitchen,Apple,3,644.22,5,No,1836.03
ORD01852,2024-11-02,Miami,Beauty,Nike,1,946.11,20,Yes,756.89
ORD01853,2024-08-15,Chicago,Fashion,Nike,3,189.33,5,No,539.59
ORD01854,2024-10-31,New York,Beauty,LG,3,959.75,0,Yes,2879.25
ORD01855,2024-07-03,Los Angeles,Home & Kitchen,Apple,3,319.7,25,Yes,719.32
ORD01856,2024-07-03,New York,Home & Kitchen,LG,2,496.76,0,Yes,993.52
ORD01857,2025-01-25,Miami,Home & Kitchen,Nike,1,246.57,15,No,209.58
ORD01858,2024-09-25,San Francisco,Electronics,Samsung,3,198.94,25,Yes,447.61
ORD01859,2024-11-30,Phoenix,Beauty,Apple,2,406.0,0,Yes,812.0
ORD01860,2024-11-03,New York,Sports,Sony,2,77.54,15,No,131.82
ORD01861,2024-10-13,Miami,Beauty,Dell,4,225.37,25,No,676.11
ORD01862,2025-04-27,San Francisco,Fashion,Sony,2,469.68,25,No,704.52
ORD01863,2025-06-03,Seattle,Beauty,Dell,2,24.47,20,No,39.15
ORD01864,2025-01-21,New York,Fashion,Adidas,4,257.91,0,No,1031.64
ORD01865,2025-03-27,Seattle,Home & Kitchen,Dell,2,747.06,15,Yes,1270.0
ORD01866,2024-09-26,Houston,Electronics,Adidas,3,37.28,5,No,106.25
ORD01867,2024-10-11,Chicago,Fashion,Adidas,3,479.35,0,No,1438.05
ORD01868,2024-09-30,Miami,Beauty,Apple,2,251.89,15,Yes,428.21
ORD01869,2024-09-23,Seattle,Beauty,Nike,5,529.73,5,No,2516.22
ORD01870,2024-12-08,Houston,Fashion,Nike,4,566.47,0,Yes,2265.88
ORD01871,2025-05-08,Chicago,Sports,Adidas,3,34.21,15,No,87.24
ORD01872,2024-10-31,Houston,Electronics,Nike,4,300.35,0,No,1201.4
ORD01873,2025-06-01,Los Angeles,Sports,Nike,1,911.9,0,Yes,911.9
ORD01874,2025-04-01,Los Angeles,Fashion,Sony,4,528.33,15,Yes,1796.32
ORD01875,2025-04-11,New York,Electronics,Samsung,4,190.85,25,No,572.55
ORD01876,2025-01-31,Houston,Fashion,Dell,5,70.53,25,No,264.49
ORD01877,2025-01-30,Miami,Home & Kitchen,Samsung,2,151.99,0,No,303.98
ORD01878,2025-03-20,Chicago,Fashion,Sony,5,500.77,0,Yes,2503.85
ORD01879,2024-07-24,Los Angeles,Electronics,Sony,1,279.28,10,No,251.35
ORD01880,2025-04-17,San Francisco,Home & Kitchen,Adidas,5,422.55,20,Yes,1690.2
ORD01881,2025-05-13,Chicago,Beauty,Samsung,5,697.43,10,No,3138.43
ORD01882,2024-10-29,Phoenix,Beauty,Samsung,4,449.13,20,No,1437.22
ORD01883,2024-06-18,Phoenix,Sports,Dell,3,542.13,5,No,1545.07
ORD01884,2024-11-28,Los Angeles,Fashion,LG,1,305.15,20,Yes,244.12
ORD01885,2025-03-26,Houston,Fashion,Puma,5,477.88,15,Yes,2030.99
ORD01886,2025-05-08,Houston,Fashion,Sony,1,414.65,25,Yes,310.99
ORD01887,2025-03-26,Houston,Beauty,LG,2,440.54,0,Yes,881.08
ORD01888,2024-09-02,Houston,Sports,Nike,5,823.07,5,Yes,3909.58
ORD01889,2024-08-06,Phoenix,Fashion,Samsung,3,392.95,15,No,1002.02
ORD01890,2024-09-09,Houston,Beauty,Nike,2,346.71,5,No,658.75
ORD01891,2025-02-08,New York,Sports,Samsung,5,512.52,0,No,2562.6
ORD01892,2024-09-16,Houston,Sports,Dell,4,961.18,0,No,3844.72
ORD01893,2024-12-20,Phoenix,Electronics,Apple,4,419.6,15,Yes,1426.64
ORD01894,2025-05-22,Seattle,Sports,Dell,3,579.84,10,No,1565.57
ORD01895,2024-12-23,Houston,Fashion,Sony,5,350.17,25,Yes,1313.14
ORD01896,2024-09-05,Seattle,Sports,Puma,5,96.52,10,Yes,434.34
ORD01897,2024-12-07,Seattle,Home & Kitchen,Sony,2,276.32,5,Yes,525.01
ORD01898,2024-09-04,New York,Sports,Dell,5,554.88,10,No,2496.96
ORD01899,2024-06-16,Phoenix,Electronics,LG,2,233.87,25,No,350.81
ORD01900,2025-05-23,Phoenix,Fashion,Dell,1,122.59,25,Yes,91.94
ORD01901,2024-06-22,Houston,Sports,Adidas,5,215.09,0,No,1075.45
ORD01902,2025-02-04,Houston,Home & Kitchen,Nike,5,971.49,5,Yes,4614.58
ORD01903,2024-10-21,Houston,Home & Kitchen,Sony,2,222.48,25,No,333.72
ORD01904,2025-01-05,New York,Beauty,Samsung,5,373.29,5,No,1773.13
ORD01905,2025-05-08,Seattle,Electronics,LG,1,476.07,15,Yes,404.66
ORD01906,2025-03-13,New York,Electronics,Dell,3,951.54,0,Yes,2854.62
ORD01907,2025-05-19,Houston,Sports,Apple,3,51.95,10,Yes,140.27
ORD01908,2025-02-17,New York,Home & Kitchen,LG,1,191.41,15,No,162.7
ORD01909,2025-03-08,Houston,Electronics,Nike,5,633.19,0,Yes,3165.95
ORD01910,2025-01-07,Houston,Beauty,Adidas,5,809.45,25,No,3035.44
ORD01911,2024-09-04,San Francisco,Home & Kitchen,Samsung,4,448.59,10,No,1614.92
ORD01912,2024-09-14,Seattle,Fashion,Puma,5,317.87,15,Yes,1350.95
ORD01913,2024-06-18,Phoenix,Electronics,Nike,5,15.68,5,No,74.48
ORD01914,2025-01-11,Seattle,Electronics,LG,3,563.39,25,Yes,1267.63
ORD01915,2024-07-05,Los Angeles,Sports,Adidas,4,188.53,0,Yes,754.12
ORD01916,2024-11-02,Seattle,Electronics,Nike,2,469.24,25,Yes,703.86
ORD01917,2025-05-31,Los Angeles,Sports,Sony,5,430.72,5,Yes,2045.92
ORD01918,2024-11-01,Los Angeles,Sports,Apple,3,875.95,25,Yes,1970.89
ORD01919,2024-08-22,Los Angeles,Electronics,LG,1,229.08,15,No,194.72
ORD01920,2025-05-02,San Francisco,Beauty,Sony,2,303.52,15,No,515.98
ORD01921,2024-09-01,Houston,Home & Kitchen,Apple,5,603.55,15,Yes,2565.09
ORD01922,2025-06-06,Miami,Sports,Dell,1,550.91,0,Yes,550.91
ORD01923,2025-03-21,Los Angeles,Beauty,Nike,5,381.73,5,No,1813.22
ORD01924,2025-01-04,Miami,Electronics,LG,3,672.88,25,Yes,1513.98
ORD01925,2024-06-20,Los Angeles,Sports,LG,5,555.81,25,No,2084.29
ORD01926,2025-02-05,Miami,Home & Kitchen,Adidas,1,605.1,0,No,605.1
ORD01927,2025-05-24,San Francisco,Electronics,LG,3,275.41,20,No,660.98
ORD01928,2025-06-05,San Francisco,Sports,LG,2,430.99,10,No,775.78
ORD01929,2024-08-16,Chicago,Home & Kitchen,Adidas,5,431.39,10,Yes,1941.25
ORD01930,2024-10-07,Los Angeles,Fashion,Dell,1,650.87,10,No,585.78
ORD01931,2025-02-05,Chicago,Sports,Apple,2,738.33,25,No,1107.5
ORD01932,2024-10-03,Chicago,Home & Kitchen,Nike,5,268.22,20,No,1072.88
ORD01933,2024-07-10,San Francisco,Fashion,Apple,3,48.97,10,No,132.22
ORD01934,2024-10-08,Chicago,Electronics,Sony,4,958.89,25,No,2876.67
ORD01935,2025-04-24,Seattle,Sports,Sony,2,953.67,20,No,1525.87
ORD01936,2024-10-27,Houston,Sports,Dell,1,524.28,15,Yes,445.64
ORD01937,2025-01-10,Seattle,Sports,Sony,3,887.0,15,No,2261.85
ORD01938,2025-02-12,Houston,Sports,Dell,2,328.44,25,No,492.66
ORD01939,2024-08-13,Seattle,Fashion,Dell,3,328.15,0,No,984.45
ORD01940,2024-12-27,San Francisco,Fashion,Dell,1,386.35,25,Yes,289.76
ORD01941,2024-12-21,New York,Fashion,Sony,5,591.06,25,Yes,2216.47
ORD01942,2025-03-23,Los Angeles,Sports,LG,3,134.18,15,No,342.16
ORD01943,2025-05-11,Chicago,Sports,Adidas,5,371.97,10,Yes,1673.87
ORD01944,2024-08-27,Phoenix,Beauty,Apple,1,498.73,20,No,398.98
ORD01945,2024-09-02,San Francisco,Electronics,Samsung,2,782.77,10,Yes,1408.99
ORD01946,2024-11-21,New York,Electronics,Puma,3,88.8,20,No,213.12
ORD01947,2025-01-29,Chicago,Fashion,Sony,4,534.58,0,No,2138.32
ORD01948,2024-11-23,Seattle,Home & Kitchen,Apple,2,103.44,15,No,175.85
ORD01949,2024-06-22,Los Angeles,Fashion,Adidas,4,454.46,5,Yes,1726.95
ORD01950,2025-04-24,San Francisco,Home & Kitchen,Adidas,3,417.53,20,No,1002.07
ORD01951,2025-01-25,Seattle,Beauty,Adidas,2,841.72,0,Yes,1683.44
ORD01952,2024-11-14,Phoenix,Beauty,LG,1,171.08,10,Yes,153.97
ORD01953,2024-11-09,Phoenix,Electronics,Dell,3,319.19,10,Yes,861.81
ORD01954,2025-01-13,Houston,Beauty,Puma,2,308.37,15,No,524.23
ORD01955,2024-11-05,New York,Beauty,Sony,3,468.84,5,Yes,1336.19
ORD01956,2024-08-01,New York,Beauty,Samsung,5,126.24,0,Yes,631.2
ORD01957,2025-02-15,Houston,Electronics,Puma,2,342.05,15,No,581.49
ORD01958,2025-03-04,Phoenix,Beauty,Puma,4,33.67,25,No,101.01
ORD01959,2025-01-29,Miami,Beauty,Puma,1,674.88,5,Yes,641.14
ORD01960,2025-05-29,Los Angeles,Fashion,LG,3,838.02,0,Yes,2514.06
ORD01961,2024-10-27,Miami,Home & Kitchen,Nike,3,64.31,10,No,173.64
ORD01962,2024-06-09,Seattle,Fashion,Apple,5,215.25,20,Yes,861.0
ORD01963,2025-04-25,Los Angeles,Home & Kitchen,Nike,3,875.35,15,No,2232.14
ORD01964,2024-11-14,Seattle,Beauty,Sony,1,809.42,0,Yes,809.42
ORD01965,2025-05-03,Phoenix,Beauty,Samsung,3,201.78,15,No,514.54
ORD01966,2024-08-19,Miami,Electronics,Adidas,5,368.95,10,No,1660.28
ORD01967,2024-10-07,New York,Fashion,Samsung,2,16.25,20,Yes,26.0
ORD01968,2024-08-17,Chicago,Beauty,Nike,5,955.82,20,Yes,3823.28
ORD01969,2024-11-28,Chicago,Electronics,Dell,2,928.46,10,No,1671.23
ORD01970,2024-11-10,Los Angeles,Beauty,Nike,4,58.95,0,No,235.8
ORD01971,2024-11-19,Miami,Electronics,Adidas,3,904.08,25,No,2034.18
ORD01972,2025-01-14,New York,Fashion,LG,2,359.76,25,No,539.64
ORD01973,2024-07-10,Miami,Electronics,Sony,1,390.62,20,Yes,312.5
ORD01974,2024-07-15,New York,Electronics,Adidas,3,737.24,25,Yes,1658.79
ORD01975,2025-02-20,Phoenix,Beauty,Adidas,4,979.06,15,No,3328.8
ORD01976,2025-01-29,Seattle,Beauty,Nike,1,473.42,15,Yes,402.41
ORD01977,2024-10-26,New York,Electronics,Samsung,3,257.17,25,Yes,578.63
ORD01978,2025-05-23,Chicago,Home & Kitchen,Dell,3,557.62,0,No,1672.86
ORD01979,2024-10-18,New York,Home & Kitchen,LG,2,453.25,15,No,770.52
ORD01980,2024-08-16,Los Angeles,Home & Kitchen,Nike,1,555.82,25,No,416.87
ORD01981,2024-10-13,New York,Home & Kitchen,LG,4,673.23,10,Yes,2423.63
ORD01982,2024-06-13,Chicago,Electronics,LG,5,815.88,10,No,3671.46
ORD01983,2024-09-19,San Francisco,Sports,Nike,4,667.7,5,Yes,2537.26
ORD01984,2024-10-21,New York,Home & Kitchen,Dell,4,343.46,25,No,1030.38
ORD01985,2025-03-16,Miami,Beauty,LG,1,815.49,0,No,815.49
ORD01986,2025-01-30,San Francisco,Electronics,Adidas,3,59.56,5,No,169.75
ORD01987,2024-08-31,Seattle,Home & Kitchen,Dell,3,377.19,20,Yes,905.26
ORD01988,2024-09-19,Phoenix,Electronics,Apple,1,353.0,25,No,264.75
ORD01989,2024-10-29,New York,Home & Kitchen,Samsung,2,678.49,20,No,1085.58
ORD01990,2025-01-21,Los Angeles,Beauty,Apple,3,675.12,0,No,2025.36
ORD01991,2025-05-20,Miami,Electronics,Nike,1,278.77,15,No,236.95
ORD01992,2024-11-19,Chicago,Beauty,Samsung,3,259.55,25,No,583.99
ORD01993,2025-03-23,New York,Fashion,Nike,4,919.04,25,Yes,2757.12
ORD01994,2024-11-16,San Francisco,Electronics,Adidas,2,674.33,25,Yes,1011.5
ORD01995,2024-11-10,Phoenix,Sports,Puma,1,587.62,15,Yes,499.48
ORD01996,2025-05-20,Miami,Sports,LG,3,622.9,20,No,1494.96
ORD01997,2025-02-04,Chicago,Beauty,Adidas,5,280.78,0,No,1403.9
ORD01998,2024-07-29,Phoenix,Beauty,Sony,1,558.21,5,No,530.3
ORD01999,2024-09-03,New York,Electronics,Samsung,5,460.3,25,Yes,1726.12
ORD02000,2025-03-01,Miami,Home & Kitchen,Puma,2,770.02,20,Yes,1232.03
ORD02001,2024-11-29,Seattle,Electronics,Puma,1,57.67,15,Yes,49.02
ORD02002,2024-07-17,Chicago,Home & Kitchen,Apple,2,592.75,0,Yes,1185.5
ORD02003,2025-03-02,Seattle,Home & Kitchen,Dell,2,337.71,15,Yes,574.11
ORD02004,2024-10-23,Chicago,Sports,Adidas,4,136.65,25,No,409.95
ORD02005,2025-02-17,Phoenix,Home & Kitchen,Samsung,2,222.54,0,No,445.08
ORD02006,2024-06-26,Phoenix,Electronics,Adidas,4,409.05,20,No,1308.96
ORD02007,2024-06-22,San Francisco,Beauty,Adidas,2,389.38,25,No,584.07
ORD02008,2025-03-20,Miami,Fashion,Samsung,3,318.57,10,No,860.14
ORD02009,2024-11-12,Seattle,Fashion,Sony,4,802.55,25,No,2407.65
ORD02010,2024-08-03,Chicago,Beauty,Apple,5,656.57,20,Yes,2626.28
ORD02011,2025-04-24,Chicago,Home & Kitchen,Puma,1,647.58,0,No,647.58
ORD02012,2025-01-10,New York,Electronics,Dell,4,409.19,25,No,1227.57
ORD02013,2025-05-11,New York,Home & Kitchen,Dell,2,326.78,5,Yes,620.88
ORD02014,2025-03-18,New York,Electronics,Sony,3,195.75,10,No,528.52
ORD02015,2025-03-25,Miami,Sports,Samsung,2,69.34,5,No,131.75
ORD02016,2025-04-11,New York,Home & Kitchen,LG,1,954.0,10,No,858.6
ORD02017,2025-04-14,New York,Sports,Sony,5,177.86,25,Yes,666.98
ORD02018,2025-05-22,Los Angeles,Home & Kitchen,Dell,5,408.2,10,No,1836.9
ORD02019,2024-11-07,Houston,Electronics,Sony,5,74.07,25,No,277.76
ORD02020,2025-04-05,Seattle,Beauty,Puma,3,918.38,20,No,2204.11
ORD02021,2025-06-03,Los Angeles,Fashion,Adidas,2,676.81,25,Yes,1015.21
ORD02022,2025-04-07,Chicago,Sports,Nike,4,692.99,20,Yes,2217.57
ORD02023,2024-09-14,Miami,Electronics,LG,4,233.77,15,Yes,794.82
ORD02024,2025-02-08,Houston,Fashion,Puma,4,447.54,0,No,1790.16
ORD02025,2025-03-21,San Francisco,Home & Kitchen,Apple,2,763.79,25,No,1145.68
ORD02026,2025-01-19,Phoenix,Electronics,Apple,1,861.71,5,No,818.62
ORD02027,2025-04-11,Los Angeles,Sports,Apple,3,678.87,15,Yes,1731.12
ORD02028,2025-05-29,Houston,Electronics,Samsung,3,938.46,0,No,2815.38
ORD02029,2025-05-28,Miami,Sports,LG,2,591.66,0,No,1183.32
ORD02030,2025-03-28,Seattle,Home & Kitchen,Apple,1,128.1,10,Yes,115.29
ORD02031,2024-06-09,San Francisco,Beauty,Sony,1,690.79,15,Yes,587.17
ORD02032,2024-09-03,San Francisco,Beauty,LG,4,143.76,15,Yes,488.78
ORD02033,2024-11-04,Miami,Home & Kitchen,Nike,4,426.14,25,Yes,1278.42
ORD02034,2025-03-27,Houston,Home & Kitchen,Nike,3,248.57,15,Yes,633.85
ORD02035,2025-04-06,Miami,Sports,Samsung,4,827.18,15,No,2812.41
ORD02036,2025-01-17,Phoenix,Electronics,Apple,2,80.05,0,Yes,160.1
ORD02037,2025-04-20,New York,Home & Kitchen,Nike,1,100.29,5,No,95.28
ORD02038,2024-07-26,San Francisco,Beauty,Adidas,3,418.65,0,No,1255.95
ORD02039,2024-11-30,New York,Fashion,Nike,1,520.34,5,No,494.32
ORD02040,2024-10-15,Phoenix,Fashion,Adidas,5,82.64,0,No,413.2
ORD02041,2024-06-14,Miami,Beauty,LG,4,908.01,0,Yes,3632.04
ORD02042,2024-10-14,Phoenix,Beauty,Adidas,4,20.78,20,Yes,66.5
ORD02043,2024-06-28,San Francisco,Beauty,Adidas,3,903.24,15,Yes,2303.26
ORD02044,2024-12-22,San Francisco,Beauty,Apple,5,329.15,0,No,1645.75
ORD02045,2024-10-22,Miami,Electronics,Apple,2,130.17,0,No,260.34
ORD02046,2025-04-13,New York,Home & Kitchen,Samsung,3,298.29,15,No,760.64
ORD02047,2024-11-18,San Francisco,Sports,Adidas,2,858.11,5,Yes,1630.41
ORD02048,2024-12-21,Chicago,Fashion,Apple,5,988.98,5,Yes,4697.65
ORD02049,2025-04-05,New York,Fashion,Puma,1,70.6,10,No,63.54
ORD02050,2024-10-06,Los Angeles,Sports,Samsung,1,574.2,0,Yes,574.2
ORD02051,2025-01-31,New York,Electronics,LG,2,56.38,10,Yes,101.48
ORD02052,2024-06-27,Los Angeles,Electronics,LG,5,394.78,15,No,1677.81
ORD02053,2025-01-07,Miami,Electronics,Adidas,1,869.18,25,Yes,651.88
ORD02054,2025-01-29,Chicago,Electronics,Samsung,5,543.02,10,Yes,2443.59
ORD02055,2024-10-11,Miami,Fashion,Nike,3,704.87,5,Yes,2008.88
ORD02056,2025-03-20,New York,Fashion,Dell,1,548.69,25,Yes,411.52
ORD02057,2024-08-26,Seattle,Beauty,LG,2,289.15,15,No,491.55
ORD02058,2025-06-04,Seattle,Electronics,LG,2,471.31,10,Yes,848.36
ORD02059,2024-12-09,New York,Sports,Adidas,1,860.85,20,No,688.68
ORD02060,2024-06-14,Miami,Electronics,Nike,1,44.95,15,Yes,38.21
ORD02061,2025-04-23,Miami,Fashion,LG,5,881.6,10,No,3967.2
ORD02062,2024-07-01,San Francisco,Beauty,LG,5,720.35,15,No,3061.49
ORD02063,2025-02-07,Chicago,Beauty,Dell,5,720.83,5,No,3423.94
ORD02064,2024-06-11,Phoenix,Fashion,Puma,5,32.58,0,No,162.9
ORD02065,2025-03-20,Miami,Beauty,Dell,1,937.72,10,Yes,843.95
ORD02066,2025-03-30,San Francisco,Electronics,Apple,4,702.14,20,No,2246.85
ORD02067,2024-07-08,Phoenix,Home & Kitchen,Dell,1,443.69,25,Yes,332.77
ORD02068,2025-04-21,Chicago,Fashion,LG,3,185.75,10,No,501.53
ORD02069,2024-06-12,Los Angeles,Fashion,Sony,1,191.37,5,Yes,181.8
ORD02070,2024-11-09,Los Angeles,Home & Kitchen,Apple,3,686.02,10,No,1852.25
ORD02071,2024-11-01,New York,Sports,Nike,5,318.7,10,Yes,1434.15
ORD02072,2024-08-12,San Francisco,Beauty,Nike,3,498.27,25,Yes,1121.11
ORD02073,2025-03-30,Seattle,Home & Kitchen,LG,3,210.43,15,No,536.6
ORD02074,2025-03-24,Seattle,Sports,LG,2,452.45,25,No,678.67
ORD02075,2024-12-25,Seattle,Electronics,Dell,2,283.75,15,Yes,482.38
ORD02076,2025-05-23,Houston,Electronics,Puma,4,584.32,5,Yes,2220.42
ORD02077,2024-10-02,San Francisco,Beauty,Nike,5,260.61,5,Yes,1237.9
ORD02078,2024-11-12,Chicago,Fashion,Nike,4,594.44,20,Yes,1902.21
ORD02079,2024-11-18,Seattle,Fashion,Sony,5,502.57,20,No,2010.28
ORD02080,2024-10-08,Houston,Home & Kitchen,Nike,1,720.81,25,No,540.61
ORD02081,2025-03-30,Houston,Home & Kitchen,Apple,5,123.56,25,No,463.35
ORD02082,2025-05-21,San Francisco,Beauty,Sony,4,176.74,5,Yes,671.61
ORD02083,2024-10-20,Miami,Home & Kitchen,Apple,4,354.0,5,Yes,1345.2
ORD02084,2025-03-16,Houston,Electronics,LG,1,965.2,0,No,965.2
ORD02085,2024-08-04,Miami,Electronics,Sony,3,758.44,20,No,1820.26
ORD02086,2024-11-13,New York,Electronics,Puma,3,592.48,5,Yes,1688.57
ORD02087,2025-01-12,Phoenix,Electronics,Apple,5,462.87,10,Yes,2082.91
ORD02088,2025-06-05,New York,Electronics,Samsung,2,233.82,5,Yes,444.26
ORD02089,2024-11-08,Chicago,Fashion,Nike,3,696.22,0,No,2088.66
ORD02090,2024-11-25,Houston,Home & Kitchen,LG,4,185.42,25,No,556.26
ORD02091,2024-10-16,Los Angeles,Fashion,Adidas,2,228.96,0,Yes,457.92
ORD02092,2025-05-03,Miami,Electronics,Samsung,1,84.43,25,No,63.32
ORD02093,2024-11-12,Los Angeles,Home & Kitchen,Adidas,5,437.0,5,No,2075.75
ORD02094,2024-08-08,Houston,Sports,Samsung,1,746.7,10,No,672.03
ORD02095,2024-10-18,Seattle,Sports,Dell,4,756.44,15,No,2571.9
ORD02096,2025-01-26,San Francisco,Fashion,LG,3,201.73,10,No,544.67
ORD02097,2025-03-23,Miami,Sports,Samsung,5,420.58,5,No,1997.75
ORD02098,2025-05-15,Chicago,Sports,Sony,4,45.62,0,No,182.48
ORD02099,2025-06-06,New York,Beauty,LG,2,889.69,20,Yes,1423.5
ORD02100,2025-03-26,Phoenix,Home & Kitchen,Sony,3,85.15,5,Yes,242.68
ORD02101,2025-05-07,San Francisco,Sports,Dell,4,594.93,25,Yes,1784.79
ORD02102,2024-08-21,Seattle,Home & Kitchen,Sony,4,402.6,0,Yes,1610.4
ORD02103,2024-12-26,New York,Fashion,Samsung,2,247.14,0,No,494.28
ORD02104,2024-10-04,San Francisco,Electronics,Nike,2,529.61,5,No,1006.26
ORD02105,2024-08-14,Seattle,Sports,Sony,3,884.73,15,Yes,2256.06
ORD02106,2024-08-22,Chicago,Sports,Nike,4,795.32,10,No,2863.15
ORD02107,2024-06-22,Phoenix,Sports,LG,4,726.93,0,No,2907.72
ORD02108,2025-05-25,New York,Home & Kitchen,Dell,1,933.32,25,Yes,699.99
ORD02109,2024-10-16,Los Angeles,Home & Kitchen,Samsung,1,258.95,5,Yes,246.0
ORD02110,2024-12-24,Houston,Beauty,Sony,2,275.09,25,No,412.63
ORD02111,2024-11-05,Phoenix,Sports,Sony,1,19.02,15,No,16.17
ORD02112,2025-05-10,Seattle,Fashion,Puma,5,350.05,25,No,1312.69
ORD02113,2024-07-31,Los Angeles,Beauty,Nike,2,494.3,20,No,790.88
ORD02114,2025-02-23,Los Angeles,Beauty,Dell,5,327.23,10,No,1472.54
ORD02115,2025-03-08,Miami,Sports,Adidas,2,916.39,20,No,1466.22
ORD02116,2025-01-27,Houston,Fashion,Adidas,1,237.07,15,No,201.51
ORD02117,2025-03-25,Los Angeles,Electronics,Adidas,1,99.6,20,No,79.68
ORD02118,2024-10-08,Los Angeles,Electronics,Apple,3,545.82,10,Yes,1473.71
ORD02119,2025-05-08,Miami,Beauty,Apple,2,970.23,0,No,1940.46
ORD02120,2025-03-12,Chicago,Home & Kitchen,Adidas,2,162.43,25,Yes,243.65
ORD02121,2024-07-27,Miami,Fashion,Dell,2,766.66,25,Yes,1149.99
ORD02122,2024-09-04,San Francisco,Beauty,Samsung,5,590.0,20,Yes,2360.0
ORD02123,2025-04-11,Miami,Beauty,Dell,3,315.62,0,No,946.86
ORD02124,2024-06-17,Seattle,Home & Kitchen,LG,5,408.85,5,No,1942.04
ORD02125,2024-06-22,Miami,Beauty,Dell,5,606.65,25,Yes,2274.94
ORD02126,2024-10-31,Phoenix,Home & Kitchen,Dell,4,210.82,0,No,843.28
ORD02127,2024-12-15,Houston,Fashion,Nike,3,165.14,25,No,371.56
ORD02128,2024-07-19,Seattle,Sports,Nike,1,502.82,0,Yes,502.82
ORD02129,2025-06-04,San Francisco,Sports,Adidas,1,203.98,5,No,193.78
ORD02130,2025-03-26,Seattle,Sports,Puma,5,263.64,20,Yes,1054.56
ORD02131,2024-09-05,Houston,Fashion,Apple,5,572.9,10,Yes,2578.05
ORD02132,2025-01-21,Chicago,Sports,LG,4,872.14,15,No,2965.28
ORD02133,2025-02-01,San Francisco,Home & Kitchen,Adidas,3,785.76,10,No,2121.55
ORD02134,2025-05-04,Seattle,Beauty,LG,2,736.87,0,No,1473.74
ORD02135,2024-08-10,New York,Beauty,LG,1,573.89,25,Yes,430.42
ORD02136,2024-07-04,Seattle,Electronics,LG,5,45.74,5,Yes,217.27
ORD02137,2024-09-06,Houston,Electronics,Dell,4,254.55,0,Yes,1018.2
ORD02138,2024-08-27,Chicago,Sports,Samsung,2,938.97,20,No,1502.35
ORD02139,2025-05-26,Miami,Home & Kitchen,Dell,2,843.83,5,No,1603.28
ORD02140,2025-05-21,Phoenix,Sports,Apple,4,912.67,5,No,3468.15
ORD02141,2024-07-14,Seattle,Home & Kitchen,Adidas,1,544.09,25,No,408.07
ORD02142,2024-08-21,San Francisco,Beauty,Samsung,4,174.44,20,No,558.21
ORD02143,2024-11-25,Houston,Sports,Apple,3,399.65,15,No,1019.11
ORD02144,2025-03-20,Houston,Electronics,Puma,1,324.7,0,Yes,324.7
ORD02145,2025-06-06,Houston,Sports,Samsung,2,393.41,20,Yes,629.46
ORD02146,2025-02-12,Seattle,Beauty,Sony,1,822.75,15,Yes,699.34
